name,team,minutes,games,points,rebounds,assists,blocks,steals,threes,fantasy_points,fpg
Jaloni Cambridge,Ohio State,815,26,592,147,118,8,53,32,1011,38.88461538461539
Jazzy Davidson,USC,858,25,429,157,109,55,47,39,938,37.52
Shay Ciezki,Indiana,908,26,604,97,72,4,39,68,927,35.65384615384615
Kiyomi McMiller,Penn State,855,26,546,135,113,6,44,31,925,35.57692307692308
Olivia Olson,Michigan,787,26,496,157,68,12,48,29,870,33.46153846153846
Lauren Betts,UCLA,667,25,410,210,77,51,24,0,847,33.88
Sayvia Sellers,Washington,810,26,501,67,91,21,42,61,846,32.53846153846154
Kennedy Blair,Michigan State,762,26,360,187,137,11,57,10,830,31.923076923076923
Oluchi Okananwa,Maryland,731,27,461,151,61,6,61,22,829,30.703703703703702
Kiki Rice,UCLA,786,26,403,170,116,13,42,26,825,31.73076923076923
Grace Sullivan,Northwestern,817,24,526,155,27,19,28,0,802,33.416666666666664
Britt Prince,Nebraska,834,26,449,101,108,7,39,34,784,30.153846153846153
Avery Howell,Washington,863,26,351,218,34,12,36,64,763,29.346153846153847
Grace VanSlooten,Michigan State,728,26,389,170,54,24,50,1,762,29.307692307692307
Ava Heiden,Iowa,630,25,421,183,42,28,29,0,760,30.4
Katie Fiso,Oregon,858,27,384,91,184,7,37,8,755,27.962962962962962
Berry Wallace,Illinois,874,25,470,161,46,9,13,34,755,30.2
Kara Dunn,USC,801,25,398,135,56,8,34,54,727,29.08
Gracie Merkle,Penn State,605,23,437,194,26,28,6,0,725,31.52173913043478
Mia Jacobs,Oregon,743,27,370,149,46,14,37,55,722,26.74074074074074
Hannah Stuelke,Iowa,731,25,346,219,67,9,32,2,716,28.64
Kennedy Cambridge,Ohio State,726,26,234,116,84,19,106,22,706,27.153846153846153
Cearah Parchment,Illinois,684,25,327,211,31,12,41,23,698,27.92
Yarden Garzon,Maryland,869,27,360,108,78,7,29,79,697,25.814814814814813
Mila Holloway,Michigan,739,26,335,101,121,6,43,33,688,26.46153846153846
Saylor Poffenbarger,Maryland,741,25,261,170,82,17,49,41,686,27.44
Syla Swords,Michigan,812,25,362,99,61,6,42,61,679,27.16
Caroline Lau,Northwestern,851,25,217,136,211,5,27,34,662,26.48
Gabriela Jaquez,UCLA,774,26,368,143,53,3,26,37,659,25.346153846153847
Amaya Battle,Minnesota,776,26,276,189,98,9,33,10,657,25.26923076923077
Lenée Beaumont,Indiana,931,27,362,129,83,1,19,40,654,24.22222222222222
Kyrah Daniels,Wisconsin,792,26,333,125,63,6,34,50,651,25.03846153846154
