name,team,minutes,games,points,rebounds,assists,blocks,steals,threes,fantasy_points,fpg
Jaloni Cambridge,Ohio State,777,25,563,139,113,8,52,30,965,38.6
Jazzy Davidson,USC,858,25,429,157,109,55,47,39,938,37.52
Shay Ciezki,Indiana,901,25,602,97,72,4,38,68,923,36.92
Kiyomi McMiller,Penn State,816,25,514,123,109,6,38,30,864,34.56
Olivia Olson,Michigan,752,25,473,149,64,10,46,29,827,33.08
Sayvia Sellers,Washington,772,25,484,65,88,21,41,58,819,32.76
Lauren Betts,UCLA,641,24,394,196,74,50,24,0,812,33.833333333333336
Kiki Rice,UCLA,757,25,386,161,114,13,42,24,795,31.8
Oluchi Okananwa,Maryland,703,26,444,141,57,6,58,22,792,30.46153846153846
Kennedy Blair,Michigan State,728,25,339,175,135,10,54,9,786,31.44
Grace Sullivan,Northwestern,780,23,510,148,25,19,28,0,777,33.78260869565217
Britt Prince,Nebraska,802,25,436,98,106,7,39,34,766,30.64
Berry Wallace,Illinois,874,25,470,161,46,9,13,34,755,30.2
Grace VanSlooten,Michigan State,692,25,379,168,53,24,49,1,747,29.88
Avery Howell,Washington,827,25,342,209,34,12,34,63,740,29.6
Katie Fiso,Oregon,822,26,380,86,179,7,34,8,735,28.26923076923077
Kara Dunn,USC,801,25,398,135,56,8,34,54,727,29.08
Mia Jacobs,Oregon,719,26,365,146,46,14,36,55,712,27.384615384615383
Ava Heiden,Iowa,599,24,394,172,39,25,28,0,711,29.625
Cearah Parchment,Illinois,684,25,327,211,31,12,41,23,698,27.92
Gracie Merkle,Penn State,581,22,418,183,26,28,6,0,695,31.59090909090909
Hannah Stuelke,Iowa,704,24,337,213,63,9,29,2,691,28.791666666666668
Kennedy Cambridge,Ohio State,696,25,227,110,82,19,104,21,686,27.44
Yarden Garzon,Maryland,829,26,343,104,77,6,28,74,666,25.615384615384617
Mila Holloway,Michigan,709,25,320,98,117,6,41,31,660,26.4
Saylor Poffenbarger,Maryland,706,24,248,159,78,17,46,39,650,27.083333333333332
Syla Swords,Michigan,782,24,338,97,59,6,41,58,646,26.916666666666668
Gabriela Jaquez,UCLA,746,25,357,136,51,3,25,36,636,25.44
Lenée Beaumont,Indiana,895,26,351,124,81,1,19,39,635,24.423076923076923
Amaya Battle,Minnesota,749,25,259,185,95,9,33,10,633,25.32
Rashunda Jones,Michigan State,720,25,309,89,92,2,59,19,631,25.24
Grace Grocholski,Minnesota,820,25,328,122,68,4,23,57,629,25.16
Caroline Lau,Northwestern,816,24,200,131,208,5,24,31,628,26.166666666666668
Kyrah Daniels,Wisconsin,758,25,315,122,62,6,32,48,623,24.92
Gianna Kneepkens,UCLA,694,25,327,84,79,4,28,61,615,24.6
Ehis Etute,Oregon,531,25,270,206,32,16,32,1,605,24.2
Tara Daye,Purdue,663,24,291,161,63,8,30,12,603,25.125
Mara Braun,Minnesota,812,25,286,105,60,18,35,40,597,23.88
Charlisse Leger-Walker,UCLA,684,25,220,104,141,6,41,33,592,23.68
Elsa Lemmilä,Ohio State,598,24,225,155,45,57,24,1,588,24.5
Kennedy Smith,USC,702,22,242,103,84,27,42,19,586,26.636363636363637
Chance Gray,Ohio State,758,25,341,70,69,0,19,53,571,22.84
Madison Layden-Zay,Purdue,831,24,241,88,79,12,42,51,567,23.625
