name,team,minutes,games,points,rebounds,assists,blocks,steals,threes,fantasy_points,fpg
Kiyomi McMiller,Penn State,102,3,65,20,18,1,11,2,129,43.0
Shay Ciezki,Indiana,106,3,70,19,8,2,6,9,122,40.666666666666664
Gabriela Jaquez,UCLA,97,3,49,25,9,1,4,7,100,33.333333333333336
Gracie Merkle,Penn State,79,3,53,24,7,5,1,0,96,32.0
Zania Socka-Nguemen,Indiana,86,3,51,29,2,2,3,0,92,30.666666666666668
Kiki Rice,UCLA,88,3,40,18,14,4,3,2,88,29.333333333333332
Katie Fiso,Oregon,75,3,40,4,25,2,7,0,87,29.0
Grace Grocholski,Minnesota,79,3,36,20,13,2,3,7,86,28.666666666666668
Gianna Kneepkens,UCLA,88,3,49,14,7,2,2,7,85,28.333333333333332
Nene Ndiaye,Rutgers,99,3,49,17,4,2,4,3,85,28.333333333333332
Lauren Betts,UCLA,88,3,42,21,9,6,0,0,84,28.0
Saylor Poffenbarger,Maryland,75,3,28,19,11,1,8,7,83,27.666666666666668
Grace Sullivan,Northwestern,70,2,43,24,4,4,2,0,83,41.5
Kaylah Ivey,Rutgers,110,3,41,8,11,1,6,8,82,27.333333333333332
Imani Lester,Rutgers,84,3,37,20,7,3,4,2,80,26.666666666666668
Oluchi Okananwa,Maryland,65,3,44,14,8,1,3,6,80,26.666666666666668
Mia Jacobs,Oregon,70,3,49,12,5,1,3,5,79,26.333333333333332
Destiny Howell,Wisconsin,84,3,40,13,7,1,4,7,77,25.666666666666668
Angela Dugalić,UCLA,74,3,21,25,3,4,8,4,77,25.666666666666668
Mila Holloway,Michigan,54,2,38,8,11,0,9,1,76,38.0
Tori McKinney,Minnesota,67,3,44,7,4,1,8,3,76,25.333333333333332
Jazzy Davidson,USC,65,2,35,9,8,6,4,3,75,37.5
Berry Wallace,Illinois,69,2,49,18,5,0,0,2,74,37.0
Mara Braun,Minnesota,76,3,31,15,10,1,5,5,73,24.333333333333332
Charlisse Leger-Walker,UCLA,83,3,25,12,17,1,5,4,70,23.333333333333332
Amaya Battle,Minnesota,77,3,16,27,18,2,1,2,69,23.0
Grace VanSlooten,Michigan State,44,2,33,10,6,0,10,0,69,34.5
Makena Christian,Minnesota,49,3,42,8,1,0,4,9,68,22.666666666666668
Sayvia Sellers,Washington,36,2,40,3,11,1,4,4,68,34.0
Gift Uchenna,Wisconsin,48,3,28,25,1,4,3,0,68,22.666666666666668
Ava Heiden,Iowa,46,2,35,24,1,1,2,0,66,33.0
Kyrah Daniels,Wisconsin,77,3,31,14,4,2,4,5,66,22.0
Zachara Perkins,Rutgers,87,3,25,18,2,4,5,2,65,21.666666666666668
Gretchen Dolan,Illinois,67,2,34,7,12,1,4,1,64,32.0
Yarden Garzon,Maryland,78,3,24,14,12,0,5,4,64,21.333333333333332
Hila Karsh,Purdue,73,2,36,12,6,1,1,5,63,31.5
Sophie Hart,Minnesota,56,3,43,11,2,0,3,0,62,20.666666666666668
Rashunda Jones,Michigan State,47,2,30,5,8,0,9,0,61,30.5
Tayla Thomas,Northwestern,56,2,22,24,2,4,2,1,61,30.5
